exp_id	course_name	test_type	question_id	question_content	choice_id	choice_content
1	internet	post	11	For what primary reason did Tim Berners-Lee created the World Wide Web? Choose the best answer.	2	He wanted to better organize scientists’ information into folders
1	internet	post	11	For what primary reason did Tim Berners-Lee created the World Wide Web? Choose the best answer.	3	He wanted to increase communication between people
1	internet	post	11	For what primary reason did Tim Berners-Lee created the World Wide Web? Choose the best answer.	4	He wanted to provide ordinary people with better accessibility to scientific information
1	internet	post	12	Which kind of companies saw the commercial potential of digital communication in the 1990’s?	1	Phone companies
1	internet	post	12	Which kind of companies saw the commercial potential of digital communication in the 1990’s?	2	Car companies
1	internet	post	12	Which kind of companies saw the commercial potential of digital communication in the 1990’s?	3	Clothing companies
1	internet	post	12	Which kind of companies saw the commercial potential of digital communication in the 1990’s?	4	Travel agencies
1	birth	pre	1	Among the entire human population (all ages), what is the ratio of males to females?	1	101 males to 100 females
1	birth	pre	1	Among the entire human population (all ages), what is the ratio of males to females?	2	100 males to 105 females
1	birth	pre	1	Among the entire human population (all ages), what is the ratio of males to females?	3	100 males to 100 females
1	birth	pre	1	Among the entire human population (all ages), what is the ratio of males to females?	4	None of the options are correct
1	birth	pre	2	Which of the following effects determines the gender of human babies?	1	All options are correct
1	birth	pre	2	Which of the following effects determines the gender of human babies?	2	The stage of the mother’s ovulation cycle
1	birth	pre	2	Which of the following effects determines the gender of human babies?	3	Psychological stress
1	birth	pre	2	Which of the following effects determines the gender of human babies?	4	Whether or not the mother has had children previously
1	birth	pre	3	In which age group do males outnumber females the most?	1	At birth
1	birth	pre	3	In which age group do males outnumber females the most?	2	All ages under 15 years old
1	birth	pre	3	In which age group do males outnumber females the most?	3	15 - 64 years old
1	birth	pre	3	In which age group do males outnumber females the most?	4	Over 65
1	birth	pre	4	Which of the following environmental factors listed below DOES NOT contribute to the ratio of boys to girls born worldwide?	1	Effects of sunlight exposure
1	birth	pre	4	Which of the following environmental factors listed below DOES NOT contribute to the ratio of boys to girls born worldwide?	2	Effects of chemical pollution
1	birth	pre	4	Which of the following environmental factors listed below DOES NOT contribute to the ratio of boys to girls born worldwide?	3	Effects of gestation environment
1	birth	pre	4	Which of the following environmental factors listed below DOES NOT contribute to the ratio of boys to girls born worldwide?	4	Effects of climate change
1	birth	pre	5	A baby born with the genetic code xy is	1	Male
1	birth	pre	5	A baby born with the genetic code xy is	2	Female
1	birth	pre	5	A baby born with the genetic code xy is	3	More information needed to determine the sex of the baby
1	birth	pre	5	A baby born with the genetic code xy is	4	Mother’s hormones are what determine ultimately the sex of the baby
1	birth	pre	6	Which of the social factors listed below contributes to ratio of boys to girls born worldwide?	1	Both options are correct
1	birth	pre	6	Which of the social factors listed below contributes to ratio of boys to girls born worldwide?	2	Sex selective abortion
1	birth	pre	6	Which of the social factors listed below contributes to ratio of boys to girls born worldwide?	3	Early marriage and parents' age
1	birth	pre	6	Which of the social factors listed below contributes to ratio of boys to girls born worldwide?	4	Both options are incorrect
1	birth	pre	7	How many live births are intersex (neither male nor female)?	1	0.1% - 1.7%
1	birth	pre	7	How many live births are intersex (neither male nor female)?	2	3% - 5%
1	birth	pre	7	How many live births are intersex (neither male nor female)?	3	6% - 8%
1	birth	pre	7	How many live births are intersex (neither male nor female)?	4	More than 8%
1	birth	pre	8	All of the following are common among countries with a more uneven gender balance except:	1	High rates of literacy
1	birth	pre	8	All of the following are common among countries with a more uneven gender balance except:	2	Rapid decline in fertility
1	birth	pre	8	All of the following are common among countries with a more uneven gender balance except:	3	Pressure for women to give birth to sons (often because of cultural preference)
1	birth	pre	8	All of the following are common among countries with a more uneven gender balance except:	4	Families have widespread access to technology to selectively abort female fetuses
1	birth	post	1	In which countries does human intervention increase the ratio boys to girls?	1	China
1	birth	post	1	In which countries does human intervention increase the ratio boys to girls?	2	Azerbaijan
1	birth	post	1	In which countries does human intervention increase the ratio boys to girls?	3	Armenia
1	birth	post	1	In which countries does human intervention increase the ratio boys to girls?	4	South Korea
1	birth	post	2	Most parents-to-be assume:	1	The sex of their child comes down to a flip of the coin
1	birth	post	2	Most parents-to-be assume:	2	The sex of their child depends on environmental factors
1	birth	post	2	Most parents-to-be assume:	3	The sex of their child depends on social factors
1	birth	post	2	Most parents-to-be assume:	4	All options are correct  
1	birth	post	3	What is the ratio of boys to girls born worldwide?	1	106:100
1	birth	post	3	What is the ratio of boys to girls born worldwide?	2	100:100
1	birth	post	3	What is the ratio of boys to girls born worldwide?	3	96:100
1	birth	post	3	What is the ratio of boys to girls born worldwide?	4	None of the options are correct
1	birth	post	4	How many more baby boys than baby girls are born worldwide each year?	1	10 million
1	birth	post	4	How many more baby boys than baby girls are born worldwide each year?	2	1 million
1	birth	post	4	How many more baby boys than baby girls are born worldwide each year?	3	5 million
1	birth	post	4	How many more baby boys than baby girls are born worldwide each year?	4	20 million
1	birth	post	5	What is the ratio of male to female zygotes during human conception?	1	150 male zygotes for 100 female zygotes
1	birth	post	5	What is the ratio of male to female zygotes during human conception?	2	200 male zygotes for 100 female zygotes
1	birth	post	5	What is the ratio of male to female zygotes during human conception?	3	100 male zygotes for 200 female zygotes
1	birth	post	5	What is the ratio of male to female zygotes during human conception?	4	100 male zygotes for 150 female zygotes
1	birth	post	6	Which of the following scenarios explains why the ratio of boys to girls changes with age?	1	Boys are more likely to die from diseases at a young age
1	birth	post	6	Which of the following scenarios explains why the ratio of boys to girls changes with age?	2	Girls are less likely to survive than males due to genetic reasons.
1	birth	post	6	Which of the following scenarios explains why the ratio of boys to girls changes with age?	3	Girls more vulnerable to fatal diseases.
1	birth	post	6	Which of the following scenarios explains why the ratio of boys to girls changes with age?	4	The sex ratio does not change
1	birth	post	7	What happens to the ratio of boys to girls as children grow and reach baby-making age?	1	The ratio of boys to girls is about one to one
1	birth	post	7	What happens to the ratio of boys to girls as children grow and reach baby-making age?	2	The ratio of boys to girls is still higher than one
1	birth	post	7	What happens to the ratio of boys to girls as children grow and reach baby-making age?	3	The ratio of boys to girls decays to less than one
1	birth	post	7	What happens to the ratio of boys to girls as children grow and reach baby-making age?	4	Depends on each population  
1	birth	post	8	What happened when a massive famine struck China in the 1960s?	1	The likelihood of having a son decreased
1	birth	post	8	What happened when a massive famine struck China in the 1960s?	2	The likelihood of having a daughter decreased
1	birth	post	8	What happened when a massive famine struck China in the 1960s?	3	The likelihood of having a child of either sex increased
1	birth	post	8	What happened when a massive famine struck China in the 1960s?	4	The likelihood of having a son increased
1	birth	post	9	In America, what is the probability that male billionaires will father a son?	1	Higher than average
1	birth	post	9	In America, what is the probability that male billionaires will father a son?	2	Lower than average
1	birth	post	9	In America, what is the probability that male billionaires will father a son?	3	Same probability
1	birth	post	9	In America, what is the probability that male billionaires will father a son?	4	It is not known
1	birth	post	10	Under what circumstances do women generally bear fewer boys?	1	When resources are scarce
1	birth	post	10	Under what circumstances do women generally bear fewer boys?	2	When the living environment is healthy
1	birth	post	10	Under what circumstances do women generally bear fewer boys?	3	When the economy is good
1	birth	post	10	Under what circumstances do women generally bear fewer boys?	4	All options are correct
1	birth	post	11	Why is it a biological advantage to produce more girls during harsh living conditions?	1	Women are much more likely than men to reproduce regardless of their living conditions
1	birth	post	11	Why is it a biological advantage to produce more girls during harsh living conditions?	2	Women are less likely to die during harsh living conditions
1	birth	post	11	Why is it a biological advantage to produce more girls during harsh living conditions?	3	Men require more sustenance and attention to survive
1	birth	post	11	Why is it a biological advantage to produce more girls during harsh living conditions?	4	All options are correct
1	birth	post	12	Besides humans, what other group of animals also modulates the ratio of male to female births according to the scarcity of resources?	1	Mammals
1	birth	post	12	Besides humans, what other group of animals also modulates the ratio of male to female births according to the scarcity of resources?	2	Birds
1	birth	post	12	Besides humans, what other group of animals also modulates the ratio of male to female births according to the scarcity of resources?	3	Reptiles
1	birth	post	12	Besides humans, what other group of animals also modulates the ratio of male to female births according to the scarcity of resources?	4	All options are correct
